premise	hypothesis	output	language
The Hippodrome was the setting for the ceremony which proclaimed Constantinople as the New Rome in a.d. 330 , following the division of the Roman Empire , and soon became the civic centre of the Byzantine capital , decorated with imposing monuments and flanked by fine buildings .	There was a ceremony which proclaimed Constantinople as the New Rome in a.d. 330 .	entailment	en
The CFO Act was designed to remedy decades of serious neglect in federal financial management operations and reporting .	There were previously years of neglect in federal financial management operations .	entailment	en
Another horse roared by and she fell under a flash of steel .	She fell as a horse raced by .	entailment	en
More than 30,000 Cubans tried to cross shark-infested waters to Florida on improvised rafts .	Cubans used improvised rafts to try to get Florida .	entailment	en
Agency leaders need to commit their organizations to valuing and investing in their employees by empowering , involving , and providing them the tools to do their best , and by implementing the modern performance management and incentives systems needed to focus employees ' efforts on achieving agency missions and goals .	Agency leaders need to provide tools for employees to do their best .	entailment	en
A chapel in the crypt marks the birthplace of the Virgin Mary .	There exists a chapel in the crypt which marks the birthplace of the Virgin Mary .	entailment	en
uh-huh yeah that 's uh i always end up going into Wal-Mart and coming out with everything that uh i didn 't have on the list we 're just getting more than what we went in for	I always spend more than I intended at Walmart , I never seem to stick to the list .	entailment	en
The Internet facilitates the sort of communications and activism that the Fords and Carnegies prayed PBS would spark .	The Fords and Carnegies prayed that PBS would spark the sort of communications and activism that the Internet facilitates .	entailment	en
Finally , each chapter sets out audit steps to help plan and conduct the assessment of an acquisition .	Steps on how to audit assessments of acquisitions are in each chapter .	entailment	en
It happens , however , that I am an evolution groupie .	I have a strong interest in evolution .	entailment	en
Click here to sign up for e-mail delivery .	You will get an email delivery if you click here .	entailment	en
Could he turn it by degrees so gently and imperceptibly that those in the room would notice nothing ?	Could it be done in a way so minor that nobody would notice ?	entailment	en
However , the estimates indicate that there is ample steel and general construction labor to support the installation of these technologies over these time periods .	Construction labor and steel are abundant resources .	entailment	en
Although the Mediterranean Sea is rather overfished and the waters are not warm enough to support brightly colored tropical fish , there are still numerous varieties to spot in the rocky shallows , including octopi that make their homes in tiny crevices .	Octopi can be found in tiny crevices in the Mediterranean Sea .	entailment	en
In the Oratory of the Crib ( Oratorio del Presepio ) are the moving 13th-century sculptures of Joseph , the Three Kings , the ox , and the ass , by Arnolfo di Cambio ( Mary and the child Jesus are 16th-century additions ) .	Joseph , the Three Kings , the ox , and the ass appear in sculpture form in di Cambio 's Oratory of the Crib .	entailment	en
His first effort was the prototype pop hit After The Ball , which , 104 years later , you can still hear every night of the week in the current Broadway revival of Show Boat . Back then , it began earning him $ 25,000 per week almost immediately , and went on to sell 5 million copies of sheet music .	After The Ball made h m $ 25,000 weekly .	entailment	en
