premise	hypothesis	output	language
Jïsa, ukhamapunïskiwa, ukampirus nayax cinean uñch 'ukiñ wal munirista.	Me gustan las comedias. Jajajjaja.	contradiction	ayr
Markanakan mayacht'asiwinakapansti, markachirinakaxa arsusipxiwa kunjamatixa comunidad de justicia ukax mayj mayja, mayacht'asiwinaka ukjamaraki yatxatatanaka ukjamarakiwa.	Chiqapar uñjañ utanakax mayj mayjawa, taqinis mayakïpkaspas ukhamakiwa, taqinis mayakïpkarakiwa.	contradiction	ayr
Financial Accounting Standards Board (FASB) ukan wakichäwipanx uka tuqinakatx waljaw utji.	FASB ukankirinakax janiw kuna aruskipañas utjkxiti.	contradiction	ayr
¿Clases taypinkir ch 'axwañti?	¿ K 'uchirt 'asiñati?	contradiction	ayr
"Julius jilatajj akham sänwa: "" Juchachatätwa "" sasa."	Ukasti nayatakix walikïskiwa, sasaw Julius chachax lup 'ïna.	contradiction	ayr
Aka yatxatawinakax yatxatawinakarakiwa, uka yatxatawinakax yatxatawinakarakiwa, uka yatxatawinakax yatxatawinakarakiwa, uka yatxatawinakax yatxatawinakarakiwa, uka yatxatawinakax yatxatawinakarakiwa, uka yatxatawinakax yatxatawinakarakiwa.	Aka irnaqawinxa, juk'a yatiqawimpiw irnaqatäni.	contradiction	ayr
Cavendish kullakarux janiw manq 'a pacharux uñjkti, jupax sarxañatakiw irnaqt 'itu, ukatx ch 'uxña ch 'uxñanakampiw ch 'uxña ch 'uxñanakamp sarnaqt 'apxta, ukatsti niya phisqha jayp 'u tuqirux utaparuw kuttanxapxta.	Uka urux janiw Mrs. Cavendish kullakax nayamp sarkataynati.	contradiction	ayr
Arunakapax juk 'amp qhanawa, ukat yaqhipanakax janiw antutatäñ munapkiti.	Taqeniw libre jakasiñ muntanjja.	contradiction	ayr
Nayax aski jan walinakan yanapt'asiristwa, aka markanx mä qawqha janchit usutanakaw utji, nayax jupanakar yanapt'añatakiw ch'amachasta.	Janiw yanapt 'asirïkti.	contradiction	ayr
Jïsa, jumamp parltʼañajj wali askïnwa.	Janiy mayampsa nayar jawsistati.	contradiction	ayr
Kennedy-nakan jan walt'awinakata, jan amuyt'awinakata, jan walt'awinakata amuyt 'añatakixa, John-n jan walt'awipax Joe Kennedy Jr.-n jiwawipatw uñt'ayasi, mä misión de bombardeo de la Segunda Guerra Mundial, ukhamarak Michael Kennedy-n jiwawipatw uñt'ayasi, jupax mä quqar k'upjatayna, kunapachatï esquí-n anatt'asipkän ukja.	Jan walt'awinak jan utjañapatakix jan ukax jan walt'awinak jan utjañapatakix Kennedy ukankirinakaw mä post uñt'ayapxi, kunjams Kennedy-nakax jan walt'awinak jan utjañapatakix yanapt 'asisipki.	contradiction	ayr
Jïsa, ejercitonkir soldadonakasti taqi uksa tuqinakan aywthapipxaraki. Ukasti askipuniwa.	Soldadonakasti janiw kunatakis askïpkänti.	contradiction	ayr
Uka jan walt'äwinakax jan walt'äwinakarakiwa, irnaqirinakatakis jan walt'äwinakawa.	Mä t 'iju t 'ijunakax janiw kuna jan walinakansa jikxatasipkiti.	contradiction	ayr
Aka ch'axwañ qutaxa, junt 'u junt 'unxa, jayumpi ukhamarak yaqha minerales ukanakampiw phuqhantata, ukatx janiw kunas uma manqhan jakkiti; ukatx uma manqhankirinakax ch'axwañ jan ukax uma manqhar mantxañax janis utjkaspa ukham amuyapxi.	Jaqix janiw uma manqharux mantkiti, umax k 'allk'uwa.	contradiction	ayr
Dawson Calle ukanxa walja librerianakawa utji.	Dawson Street uksanx janiw kuna aljañ utanakas utjkiti.	contradiction	ayr
Ukampirus, jan wali yatiyäwinakax janiw FDA nayra pachax utjkänti, ukampirus, yaqha qullañanakax 14 waranq waranq dolaraw jilxattawayi, sapa maraw 30% jilxattawayi.	Uka yaqha qullasiwinakax janiw askïkxiti, janirakiw mä millon dolaras utjkarakiti.	contradiction	ayr
Agencianakaxa yanapt'aspawa markachirinakaru yatiyañataki chikancht'asiña tuqita, sistemas pasivos ukanakaxa markachirinakarux iwxt'aspawa sartasiña tuqita yatxatañataki, jan ukax sistemas proactivos ukanakaxa markachirinakarux iwxt'aspawa sartasiña tuqita yatxatañataki.	PR ukanakan janiw kunatakis askïkiti.	contradiction	ayr
Ukatxa juk 'at juk 'atxa, juk 'at juk 'atxa, intin phust 'atapaxa juk 'at juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa juk 'atxa	Qhipürusti, intin nina lawranakapax alaxpachat unxtasisin jalsunipxäna.	contradiction	ayr
Distribución de las rutas rurales por densidad (cajas por milla) selecciona selecciona 1989	Markanakan thakhinakapax uka kipkaraki.	contradiction	ayr
Pä yatxatawinaka mayja uñacht'awinakaru (1a) sapa phaxsi yatxatawinaka ukatxa (2a) sapür yatxatawinaka	Janiw kuna yatxatäwinakas utjkiti.	contradiction	ayr
kunjamatix Carter jaqix irnaqkän ukjamarjamax jaqinakatakix jakäwix utjapunirïnwa. Nayax ukampix chikt'atapunïyätwa, jupax Montgomery markan jikxatasïna Carolina del Norte markar janïr purinkipana	Carter-ax k 'añaskunak manq 'añatakiw irnaqi	contradiction	ayr
¿Kunatsa uka jaqix taqi kunsa yati saspaxa?	Ch 'uxña jaqixa, janiw Clintonan alakip lurañap munkiti.	contradiction	ayr
Nayax juk'amp ingles yatirïtwa ukatx lingüística ukampins yatiraktwa ukatx utajan walja qillqatanak ullarta, kawkiritix clásicos ukanaka ukampins gustitu ukampins gustitu ukampins gustitu ukampins gustitu ukampins nayax sapa kutiw ullarta sapürurakiw uh... jumax yattawa mä qawqha qillqatanak uñakipt'ata nayax uñjtwa uh... ukampins nayax yatiraktwa	Janiwa uka qillqatanak uñakipañ munkti.	contradiction	ayr
"Nayax mä yuqall wawani, tunka mayan marani, mä imill wawani, kimsaqallqu marani. Wawaxax siwa: ""Janiw aka droga apnaqañx amuykti. ¿Kunatsa jan amuykta?"""	Pä wawaw utjitu, panpachanix kikipakïpxiwa.	contradiction	ayr
Nayatakix janiw kuna jan walïkiti mä empresax droganakat amuykipañapaxa, yaqhip irnaqawinakanxa, ch 'ama lurañ utanakanxa, jan ukax, masinakan irnaqäwinakanxa, kawkhantix jaqin jakañapax jan walt 'ayatäki ukanakansa.	Janiw askïkiti mä irnaqäwinx droga yant 'äwix utjañapaxa.	contradiction	ayr
¿Khitinakarak jiwarayapxäta?	¿Qawqha jaqinakarus qhispiyapxäta?	contradiction	ayr
Tuppence kullakax janiw suma uñnaqt'atïkänti, jan ukasti suma uñnaqt'atïyänwa, jisk'a ajanupasa, sallqjañ uñnaqt'atïyänwa, p 'iqipas wali suma k'ajkirïnwa, nayrapas ch 'iyarar uñtatarakïnwa.	Tuppence kullakax wali jach 'a ajanuniwa, wali jach 'a ajanuniwa, wali jach 'a ajanuniwa, wali jach 'a ajanuniwa, wali jach 'a ajanuniwa, wali jach 'a ajanuniwa.	contradiction	ayr
Janipuniw kunapachas ukham amuykti. ¿Yatiyastati?	Jupax janiw kuna qullqsa churañ munkänti, jan ukasti qullqik churäna.	contradiction	ayr
Aka jayankir uraqix mä sapa jach 'a thakhimpikiw mantataxa jach 'a quta thiyanakatpacha, uka thakhinsti Wasdale p'iqi markan walja jach 'a utanakapaw jikxatasiraki.	Aka chiqaru puriñatakixa, mä autobusaw Londres markar apani.	contradiction	ayr
(Uka k 'añaskunakas utjkipansa, machaq Catecismo de la Iglesia Católica uka arunakax utjaskakiwa.)	Jichhaxa Catecismo de la Iglesia Católica ukax mayjt'awayiwa aka arunakatxa.	contradiction	ayr
Costa curvax Bahía de Nápoles uka quta thiyankiwa Sorrento uksat Salerno uksarux Península uksa thiyankiwa, ukax Europa uksanx wali muspkaña ukhamarak wali muspkaña uksachiqanwa.	Napoles markat Salerno markar sarañ thakhisti wasarankiwa.	contradiction	ayr
James jupax William de Orange jupampi atipjataynawa Dublin markat amsta tuqina Boyne ch'axwäwinxa 1690 maranxa; uka atipjat ejercitox Dublin markan jan walt'ayataw uñjasïna, ukatx James II jupax Francia markaruw jaltxäna.	William de Orange-ax James-aruw atipjäna.	contradiction	ayr
Malasia markax imperialista britanican apnaqatäkäna uka pachanxa, colonial apnaqirinakaxa estación de colinas sat jach'a utanakaw jilxattäna, ukansti wali suma junt'ucht'ata, junt'ucht'ata uraqinakaw utjäna.	Uka jach 'a utax janiw nayrar sartayatäkänti.	contradiction	ayr
Preámbulo de la norma provisional, el av dice claramente que la fecha efectiva de la norma es el 25 de noviembre de 1991, fecha de la decisión de apelación de los Tribunales de Veteranos que invalidó los antiguos reglamentos. Aka kamachix 25 de noviembre de 1991 maran apsutawa, kunawsatix Tribunal de Apelación de los Tribunales de Veteranos de los Estados Unidos de América (Tribunales de Apelación de los Estados Unidos de América) uka taripäwimpix nayrïr kamachinak jan yäqatap uñacht'ayi ukja.	Jach 'a taripañ utanakanxa, jach 'a taripañ utanakanwa veteranonakan jan walt 'äwinakapax uñakipatäni.	contradiction	ayr
Uka distritos fiscales ukanakanx machaqa distritos fiscales ukanakaw utjxi.	Marka apnaqirix mäkiw turkakipatasi.	contradiction	ayr
Ukatx wali suma uñjataw inti jalanta tuqiru Funchal qutatxa; inti jalsu tuqiruxa, aka jisk'a quta thiyanxa, mä jach'a qutachiw utji, aka qutachix uka kipkarakiw wali munataxa, aka qutachix uka kipkarakiw wali munataxa turistas alemananakana.	Canico de baja ukax mä utjäwiwa markachirinakatakikiwa.	contradiction	ayr
Jupax janiw kuna jan walsa lurkiti, janirakiw qullqimpis alayaskiti, ukampis jupax janiw kuna jan walsa lurkiti.	Jupax wali k 'uchikiw jikxatasi.	contradiction	ayr
Jank 'akiw kutt 'anxapxani, Jonasti San Dororux sataynawa.	Jonasti mä qawqha urunakatxa janiw kutt'ankxapxaniti sasaw säna.	contradiction	ayr
Ipm ukax programa de control de emisiones multi-modelo ukatakix wali askiwa.	Programax janiw kuna agencia yanapt 'iri jikxati.	contradiction	ayr
CFO e-Commerce Task Force ukax mä jach'a tam utt'ayawayi, Fintech (Team de Ejecución Financiera para el Comercio Electrónico), ukax estrategias integrales, planes de ejecución ukat calendarios ukanak lurañatakiw yanapt 'i, ukhamat e-commerce tuqit comunidad financiera federal ukan amtäwinakap phuqhañataki.	CFO ukax janiw kuns lurkiti.	contradiction	ayr
Jupanak pachpaw uh-huh sapxi	Janiwa, janiw jupa pachpat luraskiti.	contradiction	ayr
Ukampisa aka qalaxa wali khusawa.	Janiw rock jaylliñax utjkiti.	contradiction	ayr
Rosenberg jupax amuyt 'ayarakikiwa, jan wali gay chachanakax juk 'amp jaya maranakaw jakasipxaspa, heterosexuales gay chachanakat sipana, jupanakax juk 'amp jilpach qullqi jikxatapxaspa, juk 'amp yatiqt 'atapxaspa, heterosexuales chachanakat sipana -- paypach amuyunakax wali ch 'amampiw jakäwinakamp chikt 'atawa.	Rosenberg-ax uñacht 'ayiwa gays-anakax sapüruw llakitäpxani, sida usutap layku	contradiction	ayr
Uka pisi amuyt 'an jach 'a laq 'unakax tren ukan jisk'a manqhäxanakapampiw muyuntapxäna, uka jach 'a q 'ixu q'ixunakasti uka jach 'a q 'ixu q'ixunakampiw pirqanak p'iysupxäna.	Uka animalanakax wali k 'uchikiw jikxatasipxäna.	contradiction	ayr
Islas Canarias uksatx janiw kuna impuestonakas utjkiti, janiw alakip luririnakarux kuna impuestonakas utjkiti, ukatw akax janiw chiqäkiti kameras, uñañchäwinaka, jan ukax electrodomésticos ukanak jikxatañatakixa.	Uñt'ayirinakax iPhones ukhamarak computadoras portátiles ukamp k'achanak jikxatapxaspa, kunalaykutix turistas ukanakarux impuestos ukanx mä waxt'aw churapxaspa.	contradiction	ayr
Tecnología uka mayiwinakax instituciones de investigación uka jak 'ankiwa, mä suma yatichat talento, capital libre de riesgo, ukjamaraki estilo del valle, uka espíritu emprendedor, uka espíritu emprendedor.	Yatxatañ utanakax wali jayankatapata, jan yatxatat markachirinakampi, capital riesgo ukan jan utjatapampiw wali wakiskirixa.	contradiction	ayr
Ukhamakipanx, niyakixay 19n patak maranakan partidismo ukar arxatañ munapxchixa, jichha pachanakanx conciencia, hiperresponsabilidad ukat arxatañ munapxchixa, mä kutix David Broder / Liga de las Mujeres de la Escuela de Votantes de Políticas sat sutimpiw ist 'apxirïta.	Jichhürunakanjja, janis kunatakis askit uñjatäñjamäkchejja, janis kunatakis askit uñjatäñjamäkchejja, wali askiwa.	contradiction	ayr
Qullqi mayt 'irinakax yanapt 'äwinak churañ amtapxi, kawkiritixa oficina de asistencia legal ukaru apkatañataki kunatixa aka Condado de Baltimore ukana apnaqaski, kunatixa programas de beneficencia ukaru apkatañataki kunatixa fundación del Colegio de Abogados del Condado de Baltimore ukana apnaqaski, jan ukax wila masinakaparu yanapt 'añataki kunatixa bomberos ukat rescatistas jupanakaru jiwayapki jan ukax usuchjatanakaru.	Janiwa qullqi mayt 'irinakaxa kuntixa apanipki ukjaxa apsusipkaspati.	contradiction	ayr
Reconstrucción uka qhipatxa, jilïr irpirinakaxa, republicanunakjam sartasirinakänwa.	Reconstrucción uka qhipatxa, jilïr irpirinakaxa, Estados Unidos markaruxa, chinunakar aljañatakiw ch'axwapxäna.	contradiction	ayr
Submarino, uka barconak jak 'ar apxatir barconaka.	Barcox janiw jalantkänti.	contradiction	ayr
Nayax ist 'twa q 'ala ch 'ulla kayunakas qalanakxar takt 'asitapa.	Janiw kuna arus ist'atäkänti.	contradiction	ayr
Mä qawqha urutsti, ch 'iyar isimpi isthapitax jiwayatjam jikxatasïna.	Jïsa, k 'umarakiw jikxatasïna.	contradiction	ayr
Jïsa, ukampis manq'a phayañak munirista. Nayat sipan juk'amp suma phayañ munirista, ukampis manq'a phayañak munirista.	Janiw manq 'a phayt 'añ munkti.	contradiction	ayr
Toronto oh Toronto ukax pä pacharakiwa si Toronto ukax sañ munta nayax uñjañ munirista	Jupax janiw Toronto markar sarañ munkiti.	contradiction	ayr
"""Janiw jisct'irjamäcti, monsieur, ¿cunatarac nayrakatajj uca luräwjja amuctasti? - sasaw Poirot chachajj larusïna, ucatsti saraquituwa: - mä carta kellkata mä machaka sobre patjjaru, uqhamarac mä machaka begonias sat alinacampi - sasa. - John, amuyatajjatjja, juc'ampwa jisct'irjamäjjänjja, ucampisa ucchañcamajj mä jach'a motorraquiw ist'asïna, ucatsti take nanacajj ventanaruw cuttanjjapjjta uqhama - sasa."	Walja jaqinakaw mä barcon katuntat uñjasipxta, jach 'a qutanjama.	contradiction	ayr
Tukuyarusti, amutuw tukta, amutuw tukta, kunanakatix luraskän ukanakamp chikt 'ata.	Ukat nayax kunanaktix jupanakax lurapkän ukanakan jan walïtap amuyta.	contradiction	ayr
Janiw yatiskti, jan ukax Microsoft Nonjournalist-an p 'iqinchirinakapan pantjasitanakapata.	Chiqpachapinix Microsoft ukan jilïr irpirinakax aka jan walt'aw utjañapatakiw wakichapxäna.	contradiction	ayr
"Janiw nayax sarkiriskäyätti, ukampisa mä jaqiw ukankaskäna ukat nayax janiw iyawskäyätti, nayax uk sañwa munäyäta: "" Wali suma películawa ""."	Kuntix nayax uñjkta uk uñisiyätwa.	contradiction	ayr
Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi Yatichäwi	Grace Marmor Spruch jupax uka jiskt 'an jaysäwip uñt 'ayi.	contradiction	ayr
Jan ukasti, jan kuna arunaksa arsuraki, uka jaqix janiw kuna qullqsa churañ munkänti, ukat jupax jan kun kamsasaw kutt'aniwayi.	Uka waraqax janiw kun lurañatakis askïkiti jan ukasti, jan wali arunakak arsuñatakikiwa.	contradiction	ayr
- Monicax janiw nayrjam wali chuymanïkataynati.	Monicax aski chuymanïxiwa magazinean jan walt 'ayasiñat jark 'asiñataki.	contradiction	ayr
Sapa jisk'a markanakanxa mayj mayja uñnaqanakaniwa, yaqhanakar uñch 'ukiñataki, yaqhanakar yanapt 'añataki.	Janiw kawkha jisk'a markanakansa kuna askinakas utjapkiti.	contradiction	ayr
Qullqi aljañ wakichäwimpi, waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waranq waran	Qullqi aljañ wakichäwimpi, waranq waranq waranqanak churañ mayïwimpix paqallqür maratwa qalltani.	contradiction	ayr
Aka manq 'ax janiw yapuchirin amparapankkiti, jan ukasti mä sistema de procesamiento y distribución ukampikiw apnaqaski, ukampikiw manq 'ax apnaqata, phuskhata, jan phuskhata, mayamp phuskhata, mayamp phuskhata, transportada, desempaquetada y expuesta, y encendida y encendida.	Manq 'añatakisa, manq 'añanak churañatakisa.	contradiction	ayr
Bradley ukat Colvin (2000) jupanakaw EE.UU. uksarux uka jan walt'aw mantäwipat amuyt 'apxi.	Bradley ukat Colvin jupanakax kunatix China markan alakip lurañax uk yatxatapxatayna.	contradiction	ayr
- Jïsa, ukhamapunïskiwa - sasaw tata Julius-ax arxayt 'i.	- Janiw ukhamäkiti - sasaw Julius-ax p'iqip khiwintäna.	contradiction	ayr
Jichhürunakanxa, turismo oficialax wali amuyumpiw sarantaski; walja chiqanakanx yaqhanakat sarnaqañax wali askiwa, ukampirus sapür yatiyawinak yatiyañax wali askiwa, jan walt'awinak utjañapatakix Naplusa, Hebrón uka markanakatx jark'aqañawa.	Nabulón, Hebrón uka markanakasti suma samarañan jakasiñ utjatap yatiyapxi.	contradiction	ayr
Jupax Paris markan periodiconakat periodiconakat periodiconakat periodiconakat periodiconakat uñt 'ayasi (Picasso ukar qilqt 'atapatw uñt 'aytanxa), ukampis jiwasax janiw yatktanti, nayax janiw yatkti, kuna yatiyäwinaktix jupax ullart 'ki uksa.	Janipuniw kunapachas París markan mä periódico estadounidense uñjirikti.	contradiction	ayr
Mä jach 'a jan walt 'awinakaw utjawayi, nayax arsuskakïyätwa.	Taqi kunaw lurasi.	contradiction	ayr
Bayliss-amp Drew-amp Ranch-amp sumankthapiñ munapxchi ukjax Hunt-amp Rennie-mp jan walt 'ayañatakiw amtapxi, ukat Rennie-n yuqaparux jiwayañ munapxi.	Bayliss-amp Drew-amp Rangers-amp jikthaptañax Hunt-amp jan walt 'ayañatakïchix Hunt-ax janiw jaytkaspati.	contradiction	ayr
Markanakat sarnaqañ thakhipat yatxatañatakix, Los Ángeles markana, (-626 ) 574-5200, uksan jak 'achasisma.	Los Ángeles jach 'a p 'iqiñ utanakanx janiw thakhi tuqit jiskt 'anakarux jaysapkaspati.	contradiction	ayr
Arkitektonakax khaysa propietario de la red uksatak ajllipxi khaysa proveedor de servicios de internet ukata khaysa servicio de internet de banda ancha ukata.	Janiw kuna mayjt 'äwinakas utjkanti, kawkir ISP apnaqäwitix munaski ukarjamaxa.	contradiction	ayr
Mä juk 'a ñanqhachata, mä juk 'a manq 'ata, mä juk 'a manq 'ata.	Janiw kuna jan walsa lurktati, mä jisk'a gallur uñtatakïtawa.	contradiction	ayr
Manq'a phayiri	Manq 'añ qullax walikiskiwa.	contradiction	ayr
Wp ukax jiskt 'ayarakituwa kunjam amuyunakax walja anti-Microsoft demandas ukanak qhipat jutkan ukxatxa juez arxatirin arxatäwipatxa.	Microsoft-ax janiw kuna ch 'axwawinakas utjkanti.	contradiction	ayr
Jach 'a amtanakapaxa Alemania Occidental markamp mayacht'asïwimpiwa, aka pä markanakana wila wartäwinakapata.	Alemania Occidental markamp ch 'axwäwix utjapunïnwa.	contradiction	ayr
Inflación ukaxa, kunapachatixa gobiernoxa juk'amp qullqi churki ukjaxa juk'ampwa jilxatti kunapachatixa economía ukaxa chiqpachapuni jilxatti ukjaxa, kunatixa juk'amp qullqi churki ukjaxa juk'ampwa jilxatti kunapachatixa qullqixa chiqpachapuni jilxatti kunapachatixa qullqixa chiqpachapuni jilxatti kunapachatixa qullqixa chiqpachapuni jilxatti kunapachatixa qullqixa chiqpachapuni jilxatti kunapachatixa qullqixa chiqpachapuni jil	Inflación ukax allqamarinakan luratawa.	contradiction	ayr
"""Nata, laxraxaw ch'amakt'itu."	Nayasti parlañaruw uchasta.	contradiction	ayr
Jumax yattawa kunanakatix lurañax wakiski ukanakxa, jan ukax, jan walt'äwinakax utjki ukanaksa.	Janiw kuna kamachinakas uka juchanakat utjkiti.	contradiction	ayr
"""Parlaña"" ""Parlaña"" ¡Parla!"	¡Akax wali llamp 'u chuymaniwa!	contradiction	ayr
Ukampisa, jichha pachanakanxa, negril markax nayrar sartaskiwa industria turística uksanxa.	Negril jach 'a markaxa, turismo uksa tuqinxa mä jisk 'a markawa.	contradiction	ayr
Trajanon templopax nayrïr patak maranakan lurasïna Trajan ukhamarak Adriano uka diosanakaruw jach 'añchapxäna.	Trajaneo sat utax Zeus diosan jach'a kankañapat luratawa.	contradiction	ayr
Fed ukan ch 'amañcht 'äwipax 1929 maranx janiw kuna jan walt 'äwsa aljañ utanakan utjaykataynati, ukampirus uka jan walt 'äwix qalltawayataynawa.	Fed ukan ch 'amañcht 'äwipax aljañ yänak apnaqañatakix wali askiwa.	contradiction	ayr
Mä juk 'a iwxt 'apxirisma uka jach 'a museor sarañatakixa?	Jan wali pachaw museonakar sarañaxa, manq 'at qhiparuwa.	contradiction	ayr
Jumax yattawa nanakan munataxa sarnaqaña, sarnaqaña	Janiw semananakan sarnaqañ munktanti.	contradiction	ayr
Ukakipkarakiw khunux mä jan ukax pä urumpikiw jalti.	Jallunakax sinti jan walt'awirakiwa.	contradiction	ayr
