premise	hypothesis	output	language
812 estudio prospectivo de costos y beneficios (1999): Subcomité de efectos de la salud ha efectos ecológicos jehechakuaa umi evaluación inicial de la salud ha parte ecológica parte 2.	Estudio prospectivo de costos y beneficios: asesoramiento ndojapóiva Subcomité de Salud ha Efectos Ecológicos umi evaluación inicial salud rehegua.	contradiction	grn
FFC marandu oguenohê rire, NASA-pe oñeme'ê certificación ISO 9000 oficina oîva sede-pe ha peteĩteîva umi centro orekóva.	NASA ndohupytýi certificación ISO 9000	contradiction	grn
Oinvita chéve omenda hag̃ua hendive, jepe ndaikatuvéi aha.	Oimeva 'ekue imendahápe.	contradiction	grn
Ko'ã reporte mínimo oike va'erã	Ndaipóri marandu michĩvéva.	contradiction	grn
Internet ombohape marandu ha activismo Ford ha Carnegie ojeruréva PBS-pe.	Jepénte internet oipytyvõ comunicación ndahasýiva, ndojapói activismo Ford ha Carnegie ojeruréva.	contradiction	grn
Ohasávo ára ko 'ã distinción oñembyaipa.	Umi distinción oñemombareteve.	contradiction	grn
Umi glaciar ho 'áva pe lago-pe okañy ha pe lago evapora.	Lago opyta ko'ágã peve	contradiction	grn
Ñañeha'âva'erâ jahupyty pe iporãvéva térâ mba'e porãvéva, ñambyai ha ñambyai'ÿre umi mba'e ñamomba'eguasúva, he'i.	Ñañeha 'ãva 'erã jahupyty pe ivaivéva ha ñehundi.	contradiction	grn
Ojeguerohoryeterei Mary Cavendish-pe.	Oipyvu Mary Cavendish-pe ha omaña vaipa hese.	contradiction	grn
Ko'ã mba'e omoherakuã ex presidente de la casa, Bob Livingston, orekohague aventura imenda'ÿre.	Presidente de la casa, Bob Livingston, ha 'e peteî kuimba 'e ijeroviapyva 'ekue.	contradiction	grn
Ehechauka chupe. '	Eipytyvô chupe opyta haĝua.	contradiction	grn
Aimo 'ã ikatuha amoñe 'ẽ ne rembiasakue línea-kuéra apytépe.	Nde rembiasakue hetaiterei mba 'e omombe 'u ha ijetu 'u chéve amoñe 'ê hag̃ua umi mba 'e he 'iséva.	contradiction	grn
Sr. Pytlasinski, ha ndarekói, reikuaa, por casualidad peteî gota upe borax-gui peteî heredera podunk zapolandia-pe guarã?	Ndaipóri herencia podunk zapolandia-gua.	contradiction	grn
Umi mba 'apohára ogueroviáramo orekoha autoridad ombohovái haguã umi objetivo ha objetivo ohóva descripciones de puesto formal ha umi unidad asignada-gui, upéicharô umi cliente orekóva queja legítima, umi mba 'apohára primera línea ikatu ojapo pya 'ete oha'arõ rangue administración ikatu oike.	Ohejávo umi empleado de primera línea osolusiona umi queja ndoikéivo administración omoheñói apañuãi ha, ipahápe, ipukuve osolusiona haguã apañuãi.	contradiction	grn
Oime peteî mba 'e ndahechakuaáiva, he 'i Julius.	Julius he 'i oikuaaha opa mba 'e.	contradiction	grn
Péro koʼág̃a, rejapóramo ivaíva, ikatu oguevi umi vitaminakuéra.	Ndaipóri mba 'eichaguápa.	contradiction	grn
Oguereko islas hermanas perennes capri ha ischia bahía de Nápoles, Pompeya ruinas, ha umi complejo turístico costa amalfitana iporãitéva.	Pompeya ha 'e peteĩ táva moderno, henyhẽva tapicha rehe.	contradiction	grn
Ohesa'ÿijo ha ohesa'ÿijo umi característica de seguridad umi software desarrollado comercialmente ojehechava'ekue ojeporu haguã ha software desarrollado internamente ojegueraha mboyve producción-pe.	Software oñemoî producción-pe noñemoarandúi ha noñangarekói hese.	contradiction	grn
Hetave Italiano-pe g̃uarã, umíva apytépe campesino, mba 'apohára ha pequeño burgués-kuéra, pe guerra uniforme ha 'eva 'ekue peteĩha experiencia real nacionalidad italiana.	Ñorairõ ndaha 'éi va 'ekue ñepyrũmby ohechava 'ekue tetãygua reko.	contradiction	grn
Ñane retãygua ikatu jaiko y rembe'ýre oguejy peve tesape pytã - ikatuhaĝuáicha jaikove vy'a'ỹme.	Ha 'e katuete ñandegueraha pya 'e.	contradiction	grn
"""Iporâite, iporâite"", oñe'ê Poirot mbeguekatúpe."	Poirot osapukái ndaha 'éiha mba 'eveichagua mba 'e porâ.	contradiction	grn
Oî, katu, heta viaje en autobús ohóva destino periférico-pe.	Ndikatúi rehasa mba 'yrumýi tavaguasúgui.	contradiction	grn
EPA oguenohê síntesis umi análisis definitivo flexibilidad reglamentaria reheguáva, ojejerureháicha artículo 604 Ley-pe, Registro Federal-pe 20 jasypoteî 1996 jave.	EPA ndikatúi omoherakuã resumen 20 jasypoteĩ 1996 jave.	contradiction	grn
Excepto umi che mba 'éva itujavéma ha ahechaukáma chupekuéra umi papapy ha ha 'e chupekuéra kóva ha 'e pe oikótava disponible kóva ha 'e ome 'êta ndéve viru michîmi oî aja upépe iporâve ejagarra peteî beca.	Che membykuéra imitã michĩmi, ha ha 'e chupekuéra toha 'ãrõ ojapo mboyve ko 'ã mba 'e.	contradiction	grn
Ha upéi ajerure chupekuéra ojogua haĝua peteî jet láser HP-gui	Aheja chupekuéra ojogua peteî jet láser HP-gui.	contradiction	grn
Péro ikatu avei rehenói mokõi mil dólar nde sueldo-gui reikuaáva opaga haguã ko'ã atención médica ha upéikatu che ndarekói mitã, upévare ndajepy'apýi cobertura familiar rehe	Aguereko heta mitã oikotevêva cobertura médica ha che miles de sueldo.	contradiction	grn
Heta ñembohovái oñemopu 'ã he 'ívo umi bautista del sur ivaiha kuñanguéra ndive.	Oîva'ekue apoyo universal he'íva umi bautista sur-gua iporâitereiha oñondive.	contradiction	grn
Oĩ avei heta club nocturno.	Umi club oñemboty ka'aru jave.	contradiction	grn
Ko'ã mba'e ikatúva ha'eva'ekue ñe'ê kyre'ÿ ko'ágã ojeipykúi: tapichakuéra ombohetia'e hemiandu, katu sa'i ombohetia'e.	Tapichakuéra akóinte omomba 'eguasu hemiandu.	contradiction	grn
¿Mba'épa ojapova'erã gobierno?	¿Mba 'épa ndojapóiva'erã gobierno?	contradiction	grn
Mykonos rembe 'y ojogua St. Tropez-pe orekóva reputación actividad bohemia-pe; upéicha, oî suficiente extensión de arena ha cala pequeña ikatúva rejuhu oimeraê tendápe omohendáva gusto propio.	Mykonos rembe 'y ojogua St. Tropez-pe ndorekói calas.	contradiction	grn
Tecnología livetopics oipytyvôta ojejapo haĝua ko 'â mba 'e.	Ndereipytyvõva'erã tecnología livetopics rupive.	contradiction	grn
"""Péva ha'e pe razón iporãvéva he'i Daniel""."	Daniel heʼi chupe mbaʼeve.	contradiction	grn
Che arekónte irundy, ikatu añeha'a amohu'ãvo che akã porã ndaiporuvéima heta ha aipuru che visa añónte opa mba 'erã ha apagáta opa mba 'erã, upéicha añeha'a ani añónte aipuru viru reínte 30 ára pukukue, añetehápe.	Ndarekói ni peteî tarjeta de crédito.	contradiction	grn
Palladio omoñepyrûva'ekue omanohague arýpe, ha'eva'ekue teatro cubierto ypy Europa-pe ha ojeiporu gueteri ko'ágã peve.	Palladio oñepyrũ irundy ary omano mboyve.	contradiction	grn
Peẽ mitãrusukuéra, mokõivéva.	¡Ajépa tujáma hína!	contradiction	grn
Upéicha avei, umi tembi'u ñane retãmegua ha'e heta hendáicha artificial ndikatúi ojejuhu peteî restaurante francés Francia-pe umi mba'e hesakã porãva rehe.	Upéicha avei, umi tembi'u nacional ha 'e añete, techapyrã, rejuhúta peteî restaurante francés Francia-pe.	contradiction	grn
Ha katu ojehúva chéve ko ñomongetápe ha 'e opa umi ñeimo 'ã, avave ndoguerekói idea mba 'épa ha 'e opensa.	Opavave oikuaa mba 'épa che apensa.	contradiction	grn
Kóva peteî victoria masa pire hũva, masa sucia contra los negros hincty ymaite guive ohechava 'ekue chupekuéra.	Umi tekove hũ ikatu oje'e orekoha pire morotĩ ha omaña hese.	contradiction	grn
Pe tembiguái reko asy akóinte oĩ tapykuépe.	Esclavitud oñemomorã tenonde gotyo.	contradiction	grn
Fiss oguerovia tekotevêha léi peteîcha ko'ágã ha'eháicha 1970 década-pe, péva peculiar omyesakãvo proliferación medios de comunicación.	Fiss ndogueroviái oikotevêha léi peteîcha 1970 década-pe guaréicha	contradiction	grn
Oiméramo opavave consumidor ha'e va'ekue ricardiano, ahorro privado ha'e va'ekue totalmente oimeraẽ cambio ahorro gubernamental-pe, ha ahorro nacional ndojokói va'ekue.	Umi consumidor-kuéra oikuaa, umi ahorro orekóva umi tapicha ndoikuaái umi ahorro orekóva gobierno.	contradiction	grn
Ehecha, Slim, he 'iséva ha 'eha peteî nave ambue mundo-guigua.	Ojogua peteîva ore nave-kuérape.	contradiction	grn
Haimete mesquita rokê rovái oî oficina de turismo ha oikéva tavaguasu cruzado oñeñotÿva 'ekue el-Jezzar, omopu 'ãva'ekue simplemente ciudadela pyahu umi estructura cruzada ári ani haĝua oñemyengovia ipyenda tuichaitereíva.	Umi cruzado omopu 'ã hikuái castillo peteî mezquita ohasámava ári.	contradiction	grn
Ko región improductiva ha ndorekói recurso tuicháva, salvo valle río Sarawak, ko'ápe chino-kuéra omomba 'e oro ha antimonio.	Ysyry Sarawak ysyryguasu ojekuaava 'ekue kokue porãite renda ramo.	contradiction	grn
Aguereko va'erâ avei sapatu hekopegua ha'éva tuicha mba'e.	Oimeraẽichagua sapatu iporãta, ndaipóri oikotevẽva.	contradiction	grn
Hetaiterei fuente hi'upyrã ikatuva'ekue ojapo Malasia-gui tenda oporogueraháva kuimba'e java contemporáneo-pe 230.000 a.C.	Umi Fuente de Alimentos omokyre 'ÿva Malasia-pe	contradiction	grn
Kuarahy haku, jasyrundy guive jasypoteĩ meve, haku, umi tapicha sa 'i ohasáva.	Arahakúpe jasy hakuvéva ha 'e Jasypa.	contradiction	grn
Ha upéicha avei pe yvypóra py'a ha hete.	Ko tapicha ipy ndorekói forma.	contradiction	grn
Topham oguerekova'ekue razón ojepy'apývo baño rehe, Drew he'i upe rire.	Ndaipóri mba 'ére Topham-pe oñemomba 'eguasúvo pe baño orekóva rehe.	contradiction	grn
Ñakakuaapáma ha upeichaite avei.	Okakuaa ha okambia opa mba 'e.	contradiction	grn
2 ) estudio oreko defecto ndoikéigui umi kuimba 'épe.	Ko estudio oreko defecto oikégui umi kuimba'e.	contradiction	grn
Nahániri, koʼág̃a natekotevẽvéima araroʼy.	Che aipota ro'y, por favor.	contradiction	grn
Iporã ha eñeha'ã eiporavo mba'épa relee ha mba'épa nahániri ha	Ndereñeha 'ãva 'erã evalua mba 'épa relee ha 'e ra 'e objetivo térã parcial.	contradiction	grn
Umi tasa de usuario reguladora ha'eháicha umi tasa de patente ha copyright	Ndaipóri tarifa usuario regulador-kuérape guarã.	contradiction	grn
Tavaguasu América-pe, nderejapói mba 'eve nde conserje-kuéra rehe.	Umi concierge-kuéra ha'e umi menos respetado opavave tavaguasu América-pe.	contradiction	grn
Oñeporandúramo chéve mba 'éichapa añeñandu ha 'e opukavy guasúvo, katuete ha 'éta testigo de la defensa ha ndagueroviamo 'ãi umi mba 'e ahendúva.	Oñeha 'ãrõva 'ekue he 'ívo oñehenóitaha testigo de la defensa ramo, oiméramo jepe.	contradiction	grn
Peteî mba 'énte ombopy 'arory Tommy-pe ha 'e mba 'érepa oiko ko ñemiháme.	Tommy ohechakuaa opa mba 'e.	contradiction	grn
Schiele ha'e peteî mención más exótica modernismo-pe, he'i New York Times'Holland Cotter.	Schiele ndohupytýi mba 'eveichagua reconocimiento ko 'ã ára rupi.	contradiction	grn
Ja'u tembi'u iporâva ha javy'a sexo ha droga rehe ñane irûnguéra cine-gua ndive, opavave iporâva ha'éva pohanohára katupyry.	Ko'ã colega negocio cinematográfico-gua ovy'a ho'úvo tembi'u ordinario.	contradiction	grn
Rebelión Blanca-kuéra.	White opyta porãiterei.	contradiction	grn
Reikuaágui ikatuha reho peteî restaurante chino-pe ha re'u tembi'u italiano hekopete, reikuaa	Araka 'eve ndereho mo 'ãi peteĩ restaurante chino-pe.	contradiction	grn
Tata pytã ojaho 'i ha tata hũ omyanyhẽ ha omyenyhẽ arai yvate gotyo.	Pe mba 'e hyakuãvureíva oñemoheñói yrypy 'a ha ho 'a jey yvýpe.	contradiction	grn
Aimo 'ã iporãitereiha.	Aimo 'ã ivaiha upéva.	contradiction	grn
Aipyhy, ha 'e ipya 'e, ha rogueraha Marcus kavaju ári.	Roguata va 'erã kuri ndaipórigui kavaju opytava 'ekue tapykuépe.	contradiction	grn
Eguapy, mitâ, he 'i py 'aguapýpe.	Epu 'ã ko'ágã, mitã rusu, osapukái.	contradiction	grn
Ko 'ã tembiasakue oñemohenda heta hendápe - peteî estudio de televisión, peteî rodeo, peteî banco, peteî agencia publicitaria, peteî fábrica de juguetes - ha peteĩteĩva ohechauka pe ajuste hekoitépe.	Opaite umi tembiasakue oî peteî escena-pe.	contradiction	grn
Nemandu'áke oñemoîvo en contacto agencias legales umi cliente pro bono ikatúva ogueru peteî trabajo de pago.	Tembiapo pro bono araka 'eve ndoguerahái puesto remunerado-pe.	contradiction	grn
Aníkena ere añeñandu vaiha, he 'i chupe.	Che akóinte añeñandu vaieterei.	contradiction	grn
Proceso ombojoajúva ha ombojoajúva umi esfuerzo opavave personal responsable peteî adquisición rehe, peteî plan amplio omoañetéva omoañetévo organismo oikotevêva tiempo ha costo razonable-pe.	Ndaipóri proceso de coordinación ha integración umi tapicha esfuerzo.	contradiction	grn
TABLE 2 : comparación de la densidad postal umi ruta oñemohendáva densidad postal rupive	Mbohapyha ta'ãngambyrýpe ojehechákuri mba'eichaitépa ojeiporu opa umi ruta.	contradiction	grn
Ko'ágã peve ha'e peteî ganado 54,000 hectárea ha peteî rancho de caballos lado oeste de la isla, kóva ha'e resort más lujoso molokai-pe, orekóva koty porã orekóva lanai guasu ko'ã lodge pyahu ha mbohapy grupo exclusivo tentalows ha yurtas, oikehápe peteî campamento de lujo justo playa-pe.	Ypa 'i rembe 'ýre oĩ peteĩ kokue mymba ñangarekohápe.	contradiction	grn
Ndépa nderejopyvéiva ne ñe 'ẽhárape?	Reityvyrô hína pe ñe 'êhárape ko'áĝaite, nde tavy!	contradiction	grn
Upémarô che ajeruréta peteî sopa de verduras térâ ambue mba'e nde reikuaáva, ha ha'e katu oguerekóta umi patata ro'o nde reikuaáva	Apensa ajeruretaha peteĩ filete guasu ha haʼe orekotaha pe paté de hígado.	contradiction	grn
Oiko jave fiesta patronal tetãme térã jeroky folklórico, ikatu rehecha a rose, baile de lavado peteî kuñakarai esclavo; grage, ojerokyhápe tapioca ojoguáva tambor de piel de cabra rapykuéri; la haute-Taille, peteî adaptación acordeón ha tambor orekóva cuadrilla europea; o el bel-Air, peteî versión africano-criolla orekóva cuadrilla de tres figuras.	Kuñakarai tembiguái jeroky ikatu ojehecha ára ha ára.	contradiction	grn
Pe mba 'embyasy ho 'a hese ha hasẽ hatãve.	Py 'arasy oguejývo hese, ombohovái opukavy.	contradiction	grn
Ko'ágã, LSC ome'ê financiación peteî base competitiva pokõi ary pukukue.	ISC ndojapói mba 'eveichagua financiamiento heta ary ohóvape.	contradiction	grn
Noticia local responsable oñeha'ã va'erã omoañete video impactante orekóva historia seria.	Ko'ã mba'e oñemomba'eguasúva ndorekói audiencia, upévare marandu local oñeha'ã va'erã ombohasa video impactante.	contradiction	grn
uh... racial i think ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha	Mba 'eve ndojoguái ha ndaipóri joja umi colonia inglesa-pe.	contradiction	grn
Ko'ã paciente oñatendéva umi departamento de emergencia oikotevêva tratamiento intenso, taha'e terapia hospitalaria térã ambulatoria térã participación umi grupo de autoayuda.	ER ome 'ê umi hasývape opa mba 'e oikotevêva.	contradiction	grn
John McCain-gui oikohaguére chugui McCain angirû.	Iñenemigo archienemigo ha'e John McCain - ndohechamo 'ãi ojuehe.	contradiction	grn
Opu 'ãvo, opytu 'u pypuku, ha omboty pe ta 'anga mbarete.	Oguapy, ndaikatuvéi ipytuhẽ, ha omombo la foto.	contradiction	grn
Ojapo 30 ary, opytu 'u pe percepción roimehague dispuesto romopu 'ã haguã bomba ha roipyso.	Mba 'eve ndojehechái umi bomba rehe, araka 'eve.	contradiction	grn
Los Ángeles oreko heta mba 'e iñambuéva, he 'iséva reimeha vacaciones ideales-pe taha 'épa reime tranquilo tipo amante playa-gua, peteî impermeable tavaguasúpe, peteî comprador heñóiva, peteî cazador de celebridades, térâ simplemente un buscador de placer ohóva upe corriente-pe.	Los Ángeles ndaha 'éi tenda iporãva umi ohayhúva y rembe 'y.	contradiction	grn
Resorts cool hill iporãvéva, 240 km (150 millas) kl-gui, ojejuhu peteî meseta hovyûva valle-kuéra rehe, ojeréva umi pico granito ijyvatéva cordillera titiwangsa, ijyvatevéva ha'éva yvyty brinchang 2,032 m (6,664 pies).	Resort opyta mombyry oimeraẽ yvytyrysýgui.	contradiction	grn
Número 67 umi polaco ipirapire hetavéva lista-pe oguerohory pe ohechava 'ekue espejo-pe.	Número 67 ndoguerohorýi pe ohechava 'ekue espejo-pe.	contradiction	grn
Jon ohecha pe momento exacto, pe momento espada ha daga ha Adrin retekue omýiva ombohováivo Jon ataque-kuéra Jon oity mboyve chupekuéra.	Jon oisu'u Adriánpe ikorasõme ha ohecha omanohague.	contradiction	grn
Juan Pablo II ndohasái ko 'ã crítica-gui, ha 'énte oñembohory hese.	John Paul II ikatu ojepy 'apy sa 'ive mba 'eve ha avave rehe.	contradiction	grn
Umi pago de matrícula galopante omboguejy número de solicitante asistencia jurídica ha ambue tembiapo servicio público, he 'i asher.	Umi pago de matrícula ombotuicha umi número de solicitante.	contradiction	grn
Aimo 'ã ndavy 'ái amombe 'úvo, pero aju ko 'ápe añeha 'ã haguã ahupyty ha amyatyrõ opa mba 'e, ha agueraha jey kuñakarai Julius P. ramo.	Oiméne nderejuhumo 'ãi ko 'ápe.	contradiction	grn
Ko'ápe, umi miembro ojepy'apy ikatuha oime responsable ambue miembro ohupytývo asesoramiento ha orekóva resultado negativo.	Ko'ã miembro ndojepy'apýi ko'ã mba'e rehe ikatúva ha'e responsable ambue miembro ohupytývo asesoramiento, pero ndaha'éi oñeha'ãrõháicha.	contradiction	grn
Ko 'ã tupão oñemboja 'o mbohapy hendápe: kuarahyreike, kuarahyresẽ ha ñemby.	Ko 'ã tupão oñemboja 'o mokõi hendápe, yvate gotyo ha kuarahyresẽ gotyo.	contradiction	grn
"Mba 'e hechapyrãva ha 'e opaite mba 'e pe "" Príncipe de Egipto "" yvýre, peteĩ versión musical animada del Éxodo de los Judíos de Egipto, sapy 'ánte oñanduva 'erã ikatuhague ojehero "" Moisés Indiana "" ha "" Templo de la perdición "", ohekávo tapiaite peteĩ tape pyahu omombe 'u hag̃ua peteĩ tembiasakue ymaguare, térã katu, peteĩ tape pyahu omombe 'u hag̃ua peteĩ tembiasakue ymaguare,"	Príncipe de Egipto ha 'eva 'ekue peteĩ musical rey tut rehegua.	contradiction	grn
EPA omotenonde irundy audiencia pública ha oguahë 770 comentario por escrito.	EPA oguereko audiencia pública ha avave noñe 'êi hese.	contradiction	grn
"""Emperador romano siglo IV gratianus ha'eva'ekue peteî visitante tenondegua, ohapykuehóva umi luminaria ha'eháicha poeta romántico alphonse de lamartine, reina victoria, Saint-Saëns, ha rachmaninov""."	Gratianus ha 'eva 'ekue peteĩ político Hyãsiagua.	contradiction	grn
